run,model,N,HI_base,HI_rrpe,dHI_abs,dHI_rel_pct,FR_mean_base,FR_mean_rrpe,notes
prior_2B,2B-class,NA,NA,NA,NA,-60.0,NA,NA,preprint + aggregate results (prior runs)
